linear_H460_fy,4.99387071159602,0.110659606967955,0.106628521090786,0.0852698941661901,,,,
quadratic_H460_fy,1.00933430604277,0.336818577190785,-0.102695756669938,0.0103080965962691,0.111064078285345,,,
cubic_H460_fy,0.672485474497055,0.164166153261781,0.0775559146511943,-0.0166909203806301,0.000499951518496654,0.113631674604536,,
fourth_H460_fy,0.651099238226083,0.191317439656725,0.023780170794107,-3.41467707419535e-05,-0.000661178409928959,1.33382870047546e-05,0.114311444458094,
fifth_H460_fy,0.643437009910738,0.206743143920081,0.0011792509654091,0.00180710020528847,6.61606436439305e-05,-4.11689040942007e-05,5.53069309353298e-07,0.114748244289325
Q_H460_fy,1.89628070004761,0.197273689637983,0.00563059992996488,0.10355422316249,,,,
QE_H460_fy,0.663094517536226,-0.835685904874824,-0.0125537332748515,-0.0640496259693972,0.114076200367915,,,
QE2_H460_fy,0.921482813284464,-0.736576286849838,0.00864310769017642,0.0212856185809568,0.110424119820848,,,
LE_H460_fy,0.768129234645898,-0.729915062900102,-0.0946554148944228,-0.0571195921266016,0.113012410263592,,,
LQE_H460_fy,1.00933432205816,-0.66319268320759,-0.102204057508063,0.0103073719585438,0.000478575378142989,0.111061265470058,,
LE2_H460_fy,2.08403799191812,-0.770688036087651,0.195038053468299,0.142373733077803,0.0983928951201659,,,
LQE2_H460_fy,0.905676506947924,-0.715329571115587,-0.034004527245417,0.0097732760612497,0.0132069238044573,0.111147042732826,,
gaussian_H460_fy,1.02326643884632,365.385539697619,-365.306189023454,4.93680426718044,-130.962384511844,0.11108801180521,,
skewGaussian_H460_fy,1.0223183500683,391.689803863804,-391.308307141233,-0.384981503989523,135.787482689697,0.0492767609181849,0.110958506706506,
morstin_H460_fy,0.763955877908827,-413.893920911266,-0.0182981401817106,0.00022040067936585,-1.60420859192971e-06,-7.29932543941383,0.108313914286349,
